Date,Stock,Size,Volatility,POV,Cost
1/12/2017,A,0.575761065,0.198775189,0.327896167,78.14742272
1/13/2017,A,0.079250972,0.201457697,0.096499318,6.623580582
1/17/2017,A,0.406712707,0.191025995,0.395937197,79.96894108
1/18/2017,A,0.010330333,0.188634564,0.012602494,1.827652751
1/19/2017,A,0.193458449,0.18746409,0.264088038,31.69724155
1/20/2017,A,0.356359229,0.192381663,0.376800778,78.16556122
1/23/2017,A,0.070896532,0.192480047,0.064005863,22.74284348
1/24/2017,A,0.326453198,0.187216837,0.217256917,47.9177829
1/25/2017,A,0.063250533,0.184953086,0.038168336,5.517023647
1/26/2017,A,0.088142817,0.194735157,0.087995012,25.30080847
1/27/2017,A,0.379913631,0.19533371,0.470931823,105.7515058
1/30/2017,A,0.061315675,0.195818627,0.051048164,6.88625609
1/31/2017,A,0.58494356,0.204944279,0.434104361,96.61248218
2/1/2017,A,0.064295131,0.213518048,0.055421803,16.07677092
2/2/2017,A,0.034337992,0.210189872,0.049241234,6.769952789
2/3/2017,A,0.09042909,0.207615014,0.147836775,15.71511724
2/6/2017,A,0.086497551,0.208110954,0.175927822,23.38331126
2/7/2017,A,0.330975727,0.208240976,0.29170045,52.79621825
2/8/2017,A,0.470763022,0.20864669,0.436386106,76.48630892
2/9/2017,A,0.208384194,0.208506588,0.16287772,36.84152068
2/10/2017,A,0.275713886,0.201071582,0.267911888,41.3375706
2/13/2017,A,0.158253762,0.201174182,0.208244333,17.90593545
2/14/2017,A,0.071033516,0.200567693,0.041783225,5.803653052
2/15/2017,A,0.411685288,0.194758463,0.155629639,40.52909268
2/16/2017,A,0.281906963,0.202531635,0.253877862,38.83804008
2/17/2017,A,0.283133941,0.204920771,0.299300297,41.4370008
2/21/2017,A,0.330044351,0.190970444,0.379824575,57.83879038
2/22/2017,A,0.166061168,0.192378619,0.235533895,32.20763836
2/23/2017,A,0.042720839,0.192297369,0.096934352,16.92183558
2/24/2017,A,0.319132515,0.180999727,0.44844106,56.28772233
2/27/2017,A,0.019883493,0.174188274,0.035477075,3.556504263
2/28/2017,A,0.071399892,0.174486338,0.103895408,5.267012219
3/1/2017,A,0.304471844,0.17418179,0.309187802,55.03914923
3/2/2017,A,0.159057109,0.177465928,0.192089071,26.21290259
3/3/2017,A,0.096565316,0.177497263,0.109404453,15.18423679
3/6/2017,A,0.32031687,0.179172592,0.354050487,66.22454797
3/7/2017,A,0.264572532,0.184809909,0.247452387,52.40057224
3/8/2017,A,0.309680679,0.184799108,0.427768868,83.91820759
3/9/2017,A,0.26907721,0.175179197,0.439174945,75.8979747
3/10/2017,A,0.062854524,0.173957784,0.067400946,17.58352627
3/13/2017,A,0.047043137,0.175907773,0.068159144,-4.798157505
3/14/2017,A,0.191466439,0.16190911,0.316445177,65.70338037
3/15/2017,A,0.280840351,0.146582921,0.13322056,27.07573751
3/16/2017,A,0.016503773,0.176139119,0.01236498,2.556911233
3/17/2017,A,0.429749837,0.18610708,0.448189945,66.80044806
3/20/2017,A,0.287130376,0.185026311,0.479446279,72.90712777
3/21/2017,A,0.159717575,0.185222551,0.218329495,42.07230077
3/22/2017,A,0.229439261,0.187799808,0.375714358,49.01506753
3/23/2017,A,0.121249958,0.188564493,0.143137464,25.45702219
3/24/2017,A,0.431498601,0.186754175,0.431451767,75.00275636
3/27/2017,A,0.33240054,0.186699132,0.458879223,70.354682
3/28/2017,A,0.169682173,0.186689198,0.2553539,31.78748585
3/29/2017,A,0.174128704,0.186286104,0.233011902,43.98689834
3/30/2017,A,0.04858506,0.175049609,0.056648103,14.32779446
3/31/2017,A,0.432390506,0.168085736,0.446463906,72.0500921
4/3/2017,A,0.234220953,0.165215969,0.261866406,26.9108744
4/4/2017,A,0.128779414,0.164820243,0.109266103,8.866158972
4/5/2017,A,0.355157483,0.168633545,0.341684048,61.9675351
4/6/2017,A,0.291029122,0.168577792,0.322530635,46.30727304
4/7/2017,A,0.063391315,0.16953754,0.088390236,-11.14889177
4/10/2017,A,0.246141961,0.170565667,0.413265863,49.02869865
4/11/2017,A,0.039633937,0.169203075,0.044716161,8.407466209
4/12/2017,A,0.138092912,0.164306757,0.188689443,24.9214902
4/13/2017,A,0.183169059,0.160337425,0.359031933,64.66070199
4/17/2017,A,0.308628299,0.157492698,0.327506187,54.08965226
4/18/2017,A,0.29162292,0.16296675,0.389311968,63.83931045
4/19/2017,A,0.096117956,0.165252249,0.074987442,25.87742298
4/20/2017,A,0.159235591,0.165052385,0.165415593,22.29166355
4/21/2017,A,0.36278186,0.165038388,0.270536794,56.98251376
4/24/2017,A,0.400743013,0.16050038,0.295302881,56.65157534
4/25/2017,A,0.171268531,0.171444041,0.131630991,39.93543648
4/26/2017,A,0.278502588,0.171215317,0.258588602,38.44070852
4/27/2017,A,0.234576907,0.136738209,0.264613243,35.85292648
4/28/2017,A,0.169544402,0.125648312,0.090248632,17.27427753
5/1/2017,A,0.096435357,0.127561652,0.0839739,6.823877806
5/2/2017,A,0.21962319,0.131965857,0.214108226,30.19650739
5/3/2017,A,0.256200007,0.127706105,0.250739326,67.62915152
5/4/2017,A,0.296903336,0.126192802,0.189940204,50.39799161
5/5/2017,A,0.328997365,0.128127811,0.359775404,45.81835927
5/8/2017,A,0.24228631,0.127915634,0.189590426,40.80800371
5/9/2017,A,0.061878518,0.12996826,0.068206221,12.14513659
5/10/2017,A,0.190276855,0.131878004,0.209348339,32.78402163
5/11/2017,A,0.374769349,0.135069873,0.48158512,63.3442879
5/12/2017,A,0.183138222,0.135183855,0.200469875,35.18021181
5/15/2017,A,0.297796049,0.131888235,0.34913118,44.42525111
5/16/2017,A,0.194909477,0.133186234,0.324326942,56.70432928
5/17/2017,A,0.433513277,0.127037251,0.40081816,73.45709868
5/18/2017,A,0.549120548,0.141848805,0.481034586,86.5820305
5/19/2017,A,0.237664095,0.140523671,0.244251684,39.72655513
5/22/2017,A,0.027643366,0.138914935,0.011043946,0.348006231
5/23/2017,A,0.369619405,0.138586767,0.088808078,33.19019752
5/24/2017,A,0.19601763,0.187169601,0.096481036,17.87448474
5/25/2017,A,0.195595842,0.185957699,0.148621688,42.30402861
5/26/2017,A,0.026652648,0.184473629,0.037453501,-9.524466823
5/30/2017,A,0.456151331,0.177036202,0.385923702,84.08987141
5/31/2017,A,0.189307936,0.17596136,0.164158515,27.09063164
6/1/2017,A,0.084092689,0.176235392,0.090361976,27.3673108
6/2/2017,A,0.171586572,0.176038167,0.232438807,24.13856105
6/5/2017,A,0.160813789,0.176212412,0.246728053,36.93724353
6/6/2017,A,0.172545669,0.171223783,0.196085206,25.00143455
6/7/2017,A,0.061252332,0.172738596,0.084322245,14.81866874
6/8/2017,A,0.058966174,0.173281524,0.037342949,21.97592683
6/9/2017,A,0.392779769,0.17489937,0.37780292,64.01081021
6/12/2017,A,0.380911229,0.181120402,0.338223129,72.56382454
6/13/2017,A,0.162537049,0.178817503,0.24200994,32.54938975
6/14/2017,A,0.142950871,0.179030211,0.268640296,34.63618083
6/15/2017,A,0.0808802,0.178917953,0.166209651,13.32477628
6/16/2017,A,0.225037366,0.177895273,0.232072654,40.46358787
6/19/2017,A,0.016110816,0.178017497,0.014935022,10.29766734
6/20/2017,A,0.202837453,0.182266588,0.249051715,31.90389577
6/21/2017,A,0.433717274,0.181760569,0.429235913,70.67847945
6/22/2017,A,0.370381038,0.180816764,0.239618108,53.01679306
6/23/2017,A,0.04318475,0.183706521,0.034655365,-2.25305453
6/26/2017,A,0.234328093,0.189764553,0.360459043,37.36842905
6/27/2017,A,0.209264598,0.19106271,0.465865893,76.53752483
6/28/2017,A,0.19229459,0.192339562,0.378754499,61.13514549
6/29/2017,A,0.063344474,0.183526517,0.109757517,36.00111441
6/30/2017,A,0.301479639,0.187062682,0.441903744,69.6066034
7/3/2017,A,0.112312145,0.187924921,0.175285014,32.96643365
7/5/2017,A,0.274654764,0.188315298,0.388656359,57.9349544
7/6/2017,A,0.100817807,0.138525819,0.100021516,23.01834903
7/7/2017,A,0.211342275,0.138656824,0.450157907,55.54398269
7/10/2017,A,0.222163907,0.140102859,0.378350267,47.46977974
7/11/2017,A,0.340134256,0.140172934,0.216830465,58.84886079
7/12/2017,A,0.315184237,0.133425063,0.426012318,70.6185918
7/13/2017,A,0.143109658,0.141213741,0.13251726,27.03225927
7/14/2017,A,0.008460156,0.141684084,0.012440973,12.31397975
7/17/2017,A,0.234969414,0.142454357,0.328643535,42.47375312
7/18/2017,A,0.373187504,0.140778886,0.454897699,67.68320447
7/19/2017,A,0.26395009,0.140988283,0.323705492,43.81089258
7/20/2017,A,0.366221815,0.138977226,0.335223611,57.63126389
7/21/2017,A,0.200552535,0.1382786,0.289502477,45.97465668
7/24/2017,A,0.112876402,0.130120269,0.206200812,36.20712178
7/25/2017,A,0.064051885,0.129260307,0.065603302,21.97459651
7/26/2017,A,0.446230157,0.138209681,0.301543461,42.97169264
7/27/2017,A,0.317017475,0.144441046,0.283038949,69.60790085
7/28/2017,A,0.143934825,0.14438636,0.205025096,28.57843935
7/31/2017,A,0.214664891,0.143894427,0.363216889,62.93829102
8/1/2017,A,0.036439729,0.134957418,0.047574063,-5.31343817
8/2/2017,A,0.203948038,0.134860789,0.30796226,59.86615475
8/3/2017,A,0.038737168,0.13278363,0.065802454,11.04493746
8/4/2017,A,0.005896511,0.126709817,0.012327258,13.93238083
8/7/2017,A,0.155566906,0.120215518,0.245250262,37.31522348
8/8/2017,A,0.240917834,0.121916051,0.305650184,31.83294773
8/9/2017,A,0.231341559,0.126175763,0.172158644,31.55515015
8/10/2017,A,0.520001684,0.126046183,0.314023257,54.69815534
8/11/2017,A,0.038693043,0.134597737,0.039299958,0.461781671
8/14/2017,A,0.467704083,0.137620507,0.298950313,68.42666292
8/15/2017,A,0.12663562,0.138015445,0.067671339,19.09498475
8/16/2017,A,0.028905428,0.134783268,0.00677595,-1.248601685
8/17/2017,A,0.226892618,0.187437907,0.116031345,12.7056714
8/18/2017,A,0.095009289,0.197890858,0.073837766,14.8220593
8/21/2017,A,0.358194625,0.198390744,0.452849791,83.82528089
8/22/2017,A,0.421065655,0.199412172,0.477625304,110.5739832
8/23/2017,A,0.020037558,0.202412856,0.025593545,-5.339716319
8/24/2017,A,0.154109256,0.201852431,0.17961468,30.9014741
8/25/2017,A,0.128462238,0.201487361,0.173866633,41.58976024
8/28/2017,A,0.009328403,0.201660974,0.013251356,-2.728048265
8/29/2017,A,0.323579083,0.202085038,0.491195037,88.43704987
8/30/2017,A,0.071818747,0.202042549,0.121954631,36.27140037
8/31/2017,A,0.381822926,0.201215322,0.357396179,72.31663323
9/1/2016,AAL,0.287655006,0.309532488,0.349895737,84.21134426
9/2/2016,AAL,0.184713506,0.287231032,0.276472316,62.11827023
9/6/2016,AAL,0.063209107,0.284245966,0.089808033,21.11054178
9/7/2016,AAL,0.326393654,0.27976334,0.182039941,33.31396865
9/8/2016,AAL,0.061991731,0.309876932,0.068492263,17.41904084
9/9/2016,AAL,0.359974692,0.312210859,0.32812294,92.52327715
9/12/2016,AAL,0.450364656,0.311269241,0.298641419,92.66749019
9/13/2016,AAL,0.198623586,0.311888814,0.170830575,33.59606775
9/14/2016,AAL,0.23774024,0.261702466,0.237964375,62.88584434
9/15/2016,AAL,0.269717647,0.276237498,0.275299235,74.12769044
9/16/2016,AAL,0.18137833,0.276321323,0.134482506,31.78954357
9/19/2016,AAL,0.103389617,0.279695845,0.154379587,21.92784201
9/20/2016,AAL,0.010117219,0.279577563,0.011730279,14.21783617
9/21/2016,AAL,0.331093386,0.280275933,0.24537351,72.54634218
9/22/2016,AAL,0.057618752,0.281051924,0.060547994,20.40475852
9/23/2016,AAL,0.20166704,0.277386707,0.344739791,70.7831454
9/26/2016,AAL,0.246511011,0.278380145,0.260365317,66.34484116
9/27/2016,AAL,0.272888725,0.271492031,0.420448656,91.35292748
9/28/2016,AAL,0.155164195,0.276907623,0.190905213,39.57836902
9/29/2016,AAL,0.14010725,0.276949384,0.173062032,54.93220587
9/30/2016,AAL,0.251587128,0.27683455,0.256590899,61.73763128
10/3/2016,AAL,0.108311566,0.284317193,0.093299604,30.59434099
10/4/2016,AAL,0.37768589,0.293662298,0.321698689,80.15749254
10/5/2016,AAL,0.076156204,0.292393001,0.126858426,32.25780047
10/6/2016,AAL,0.107537067,0.292311738,0.163114625,34.26084089
10/7/2016,AAL,0.036965791,0.292981067,0.056182095,-2.229747123
10/10/2016,AAL,0.030007504,0.292201763,0.033689411,6.311709859
10/11/2016,AAL,0.274515744,0.304027482,0.21376782,28.89395182
10/12/2016,AAL,0.20017709,0.302432966,0.215843455,64.94046714
10/13/2016,AAL,0.084660936,0.303247126,0.04443152,17.56204501
10/14/2016,AAL,0.375608329,0.333626232,0.330620323,91.92779845
10/17/2016,AAL,0.126609641,0.337277682,0.177935181,35.66703375
10/18/2016,AAL,0.169036273,0.336119145,0.126378895,20.95505172
10/19/2016,AAL,0.501288553,0.311425302,0.316016746,103.6865702
10/20/2016,AAL,0.500014383,0.322155196,0.272634606,77.662558
10/21/2016,AAL,0.115628701,0.314450994,0.095757295,30.68059133
10/24/2016,AAL,0.239045837,0.318978253,0.30725539,67.47531449
10/25/2016,AAL,0.063974343,0.308463862,0.086376141,28.54646047
10/26/2016,AAL,0.270331913,0.296457058,0.214342632,55.91978796
10/27/2016,AAL,0.317541666,0.298608512,0.392441474,104.7503271
10/28/2016,AAL,0.264710334,0.287885515,0.317267592,73.09797929
10/31/2016,AAL,0.275939974,0.287410404,0.366125176,82.08705707
11/1/2016,AAL,0.283615335,0.286057194,0.249018044,50.8030349
11/2/2016,AAL,0.191518264,0.290191725,0.290703021,58.40041001
11/3/2016,AAL,0.291962898,0.288603556,0.380834827,93.99470454
11/4/2016,AAL,0.086527051,0.29055006,0.100304979,6.211774359
11/7/2016,AAL,0.245290003,0.283714032,0.231263366,58.08023522
11/8/2016,AAL,0.259013312,0.296426227,0.356926295,79.65207055
11/9/2016,AAL,0.163835042,0.295060318,0.154461492,42.37751683
11/10/2016,AAL,0.15164892,0.296450249,0.139681872,32.37570874
11/11/2016,AAL,0.132981818,0.293341115,0.161923699,51.17815521
11/14/2016,AAL,0.390537585,0.285560222,0.403826939,81.26273118
11/15/2016,AAL,0.053678726,0.285486708,0.032620356,0.85082816
11/16/2016,AAL,0.119144642,0.29547512,0.157224801,23.27850033
11/17/2016,AAL,0.085946702,0.297725718,0.08220892,35.05238706
11/18/2016,AAL,0.078448316,0.302132488,0.083527335,6.422232132
11/21/2016,AAL,0.167992759,0.293680822,0.211852112,33.68168428
11/22/2016,AAL,0.054983647,0.286297187,0.079688525,13.86390166
11/23/2016,AAL,0.16592059,0.274063687,0.264855307,59.22962845
11/25/2016,AAL,0.071672917,0.243521909,0.241074872,46.27262974
11/28/2016,AAL,0.190451656,0.235362597,0.20029475,61.37812091
11/29/2016,AAL,0.257360874,0.237432278,0.405654186,86.68727116
11/30/2016,AAL,0.265065795,0.234055037,0.257432106,62.14473787
12/1/2016,AAL,0.049691737,0.224555915,0.050718301,22.93913741
12/2/2016,AAL,0.129790868,0.231318235,0.147868618,48.02367223
12/5/2016,AAL,0.21911908,0.22223449,0.297558634,85.58203248
12/6/2016,AAL,0.23013694,0.224809329,0.30115197,68.79069915
12/7/2016,AAL,0.205864959,0.225456745,0.139985626,42.48783323
12/8/2016,AAL,0.165010662,0.251279336,0.187293107,55.17584784
12/9/2016,AAL,0.340763943,0.256682524,0.240539474,74.96731665
12/12/2016,AAL,0.126306271,0.267722609,0.103221525,28.94177743
12/13/2016,AAL,0.035871562,0.303877079,0.041592825,22.46774046
12/14/2016,AAL,0.342676297,0.293932644,0.461815501,108.3238377
12/15/2016,AAL,0.16572188,0.293129674,0.154259082,61.77691103
12/16/2016,AAL,0.097796093,0.289653793,0.074507996,10.61970463
12/19/2016,AAL,0.131592825,0.296038088,0.20017527,76.47986401
12/20/2016,AAL,0.187440402,0.277444036,0.277507846,69.3832589
12/21/2016,AAL,0.009527398,0.27834546,0.017450967,-7.494846354
12/22/2016,AAL,0.114419884,0.276267634,0.219690273,44.60953732
12/23/2016,AAL,0.184475666,0.282356127,0.429599855,94.0172018
12/27/2016,AAL,0.063344323,0.281927515,0.149364851,10.3716855
12/28/2016,AAL,0.29562171,0.281216121,0.460464702,108.398889
12/29/2016,AAL,0.254666485,0.27698756,0.435908814,100.2769965
12/30/2016,AAL,0.240344343,0.277601626,0.322623991,101.1365951
1/3/2017,AAL,0.151552885,0.266511246,0.134466214,50.10600232
1/4/2017,AAL,0.255297351,0.266428139,0.257816057,63.00289599
1/5/2017,AAL,0.327119969,0.267309135,0.280514485,92.60261666
1/6/2017,AAL,0.142489383,0.272465285,0.114983106,14.86621216
1/9/2017,AAL,0.178030392,0.272742826,0.221938908,61.20268884
1/10/2017,AAL,0.31763103,0.276658162,0.250154869,72.63427272
1/11/2017,AAL,0.06188849,0.288549086,0.054174482,-0.209757181
1/12/2017,AAL,0.253880759,0.287848305,0.281823124,80.97034874
1/13/2017,AAL,0.054595121,0.288396911,0.093507021,38.00297671
1/17/2017,AAL,0.047998096,0.286060997,0.053113613,18.05164132
1/18/2017,AAL,0.072082991,0.291561617,0.08148325,25.0454974
1/19/2017,AAL,0.089525212,0.295146065,0.13940898,34.65534076
1/20/2017,AAL,0.330189101,0.293237024,0.338697454,95.0471832
1/23/2017,AAL,0.231613452,0.262120079,0.31170376,68.01868787
1/24/2017,AAL,0.351089051,0.26771595,0.396798897,99.33971522
1/25/2017,AAL,0.378797261,0.251480574,0.407199686,110.613134
1/26/2017,AAL,0.581133631,0.220135344,0.301862536,104.2776911
1/27/2017,AAL,0.413398667,0.241736511,0.115506374,39.21484938
1/30/2017,AAL,0.232641001,0.292234848,0.081293693,29.8433982
1/31/2017,AAL,0.015587087,0.318007932,0.008310692,13.8949377
2/1/2017,AAL,0.299840544,0.318210285,0.240776428,43.65850948
2/2/2017,AAL,0.020461599,0.31092875,0.01706174,5.524528201
2/3/2017,AAL,0.347355232,0.307002674,0.351813393,64.07401564
2/6/2017,AAL,0.072993962,0.306813832,0.072936586,9.486465613
2/7/2017,AAL,0.211660159,0.315559756,0.227566847,20.81713297
2/8/2017,AAL,0.165099325,0.315513255,0.254040376,56.99561796
2/9/2017,AAL,0.206603655,0.315129845,0.195545721,26.09941665
2/10/2017,AAL,0.194615845,0.322476529,0.330102186,66.29512724
2/13/2017,AAL,0.064148488,0.321803196,0.071347616,0.436828014
2/14/2017,AAL,0.103197392,0.325641188,0.114052848,24.56434087
2/15/2017,AAL,0.063242086,0.329133715,0.052663466,15.98346511
2/16/2017,AAL,0.283089294,0.333729353,0.351050106,64.51637826
2/17/2017,AAL,0.262077328,0.331469795,0.402697396,53.71233551
2/21/2017,AAL,0.134082466,0.330987418,0.199891653,49.43927805
2/22/2017,AAL,0.323310122,0.32641461,0.383471681,84.34583034
2/23/2017,AAL,0.28108842,0.315022416,0.370403193,83.65495908
2/24/2017,AAL,0.226927309,0.314799144,0.345710856,66.09970028
2/27/2017,AAL,0.044344624,0.313924875,0.072549459,19.04829513
2/28/2017,AAL,0.318220571,0.313014342,0.432916835,75.28059684
3/1/2017,AAL,0.066514039,0.308161164,0.054318581,20.2392708
3/2/2017,AAL,0.397006179,0.306508504,0.358716404,99.25355205
3/3/2017,AAL,0.271420237,0.317587174,0.259451971,69.74693074
3/6/2017,AAL,0.468759107,0.322335565,0.291790326,97.16451673
3/7/2017,AAL,0.154466163,0.329923636,0.245218567,60.95030157
3/8/2017,AAL,0.239978087,0.32819501,0.31542576,74.28627757
3/9/2017,AAL,0.054378844,0.32700737,0.042410944,29.07507886
3/10/2017,AAL,0.236879419,0.321242453,0.256755169,56.52595318
3/13/2017,AAL,0.186052744,0.286737175,0.152911069,55.90456894
3/14/2017,AAL,0.43109045,0.275700397,0.293452685,86.06204665
3/15/2017,AAL,0.357272944,0.283669435,0.171912338,82.67157722
3/16/2017,AAL,0.396404986,0.291878549,0.3822043,110.0049754
3/17/2017,AAL,0.550305788,0.291967113,0.366058703,107.3498285
3/20/2017,AAL,0.017124677,0.29239221,0.018860962,3.66391842
3/21/2017,AAL,0.227353171,0.281096689,0.196380428,57.40167967
3/22/2017,AAL,0.194243223,0.29313847,0.13489849,41.27849973
3/23/2017,AAL,0.062138333,0.293175684,0.045919834,18.19070212
3/24/2017,AAL,0.169813115,0.29204892,0.185488679,41.98427134
3/27/2017,AAL,0.337746208,0.293306814,0.40128273,100.7033224
3/28/2017,AAL,0.289093292,0.284311756,0.33911479,78.750626
3/29/2017,AAL,0.261332341,0.290248538,0.355725235,83.58271415
3/30/2017,AAL,0.151777687,0.283091129,0.297906532,77.6779785
3/31/2017,AAL,0.132897894,0.286883506,0.173073621,21.72674899
4/3/2017,AAL,0.052109627,0.286880297,0.063819276,30.37834337
4/4/2017,AAL,0.368741532,0.287616093,0.360856815,101.4588719
4/5/2017,AAL,0.485774331,0.303748313,0.497755991,167.2033109
4/6/2017,AAL,0.247284995,0.306612578,0.492583543,125.3549393
4/7/2017,AAL,0.273183735,0.308446826,0.473605435,132.7894557
4/10/2017,AAL,0.319942787,0.308636011,0.492611367,121.1560547
4/11/2017,AAL,0.392244775,0.311822529,0.274148838,107.098704
4/12/2017,AAL,0.40501878,0.329507381,0.298174869,106.8926013
4/13/2017,AAL,0.180801866,0.319072445,0.243454504,52.89141814
4/17/2017,AAL,0.040010844,0.311693291,0.064384459,19.21645101
4/18/2017,AAL,0.359899061,0.304646606,0.449358127,135.2613305
4/19/2017,AAL,0.456025789,0.304408468,0.490397722,145.4555127
4/20/2017,AAL,0.185850685,0.307213941,0.267569028,65.85207931
4/21/2017,AAL,0.144681444,0.292705516,0.186001193,67.44078153
